news,wordsim_353,2,10,0.0,0.0,0,82
news,wordsim_353,2,20,0.0012195121951219512,0.0035251808087547304,1,82
news,wordsim_353,2,30,0.016260162601626015,0.018292682926829267,2,82
news,wordsim_353,2,40,0.024390243902439025,0.024390243902439025,2,82
news,wordsim_353,2,50,0.021341463414634148,0.025141540385912813,3,82
news,wordsim_353,2,60,0.02642276422764228,0.02873423398912222,3,82
news,wordsim_353,2,70,0.02682926829268293,0.029107961063835872,3,82
news,wordsim_353,2,80,0.018292682926829267,0.022636673013512465,3,82
news,wordsim_353,2,90,0.019817073170731708,0.023736519882404713,3,82
news,wordsim_353,2,100,0.017615176151761516,0.0219637804349266,3,82
news,wordsim_353,2,200,0.01524390243902439,0.017447275098456012,2,82
news,wordsim_353,2,300,0.01524390243902439,0.017447275098456012,2,82
news,wordsim_353,2,400,0.016260162601626015,0.018292682926829267,2,82
news,wordsim_353,2,500,0.016260162601626015,0.018292682926829267,2,82
news,wordsim_353,3,10,0.0,0.0,0,82
news,wordsim_353,3,20,0.010060975609756098,0.016259115092582047,3,82
news,wordsim_353,3,30,0.036585365853658534,0.036585365853658534,3,82
news,wordsim_353,3,40,0.02308362369337979,0.029206581036319314,4,82
news,wordsim_353,3,50,0.039634146341463415,0.04183751900089504,4,82
news,wordsim_353,3,60,0.04024390243902439,0.04482826382381011,5,82
news,wordsim_353,3,70,0.036585365853658534,0.039778774477352626,4,82
news,wordsim_353,3,80,0.03455284552845528,0.03818207016550558,4,82
news,wordsim_353,3,90,0.03426248548199767,0.04049353992698552,5,82
news,wordsim_353,3,100,0.030197444831591175,0.03455284552845528,4,82
news,wordsim_353,3,200,0.02957317073170732,0.036480274516319,5,82
news,wordsim_353,3,300,0.028571428571428574,0.033173001714242374,4,82
news,wordsim_353,3,400,0.028794037940379404,0.033313494557772855,4,82
news,wordsim_353,3,500,0.029810298102981032,0.03415890238614611,4,82
news,wordsim_353,4,10,0.0,0.0,0,82
news,wordsim_353,4,20,0.0033875338753387536,0.00801508759478053,2,82
news,wordsim_353,4,30,0.01292102206736353,0.024808763574310534,6,82
news,wordsim_353,4,40,0.036314363143631435,0.045402787105763634,7,82
news,wordsim_353,4,50,0.0451219512195122,0.048997348302512185,5,82
news,wordsim_353,4,60,0.0467479674796748,0.050377192116725096,5,82
news,wordsim_353,4,70,0.037601626016260166,0.04343422331274208,5,82
news,wordsim_353,4,80,0.0467479674796748,0.050377192116725096,5,82
news,wordsim_353,4,90,0.04573170731707317,0.04953178428835184,5,82
news,wordsim_353,4,100,0.0451219512195122,0.048997348302512185,5,82
news,wordsim_353,4,200,0.042392566782810684,0.0467479674796748,5,82
news,wordsim_353,4,300,0.035278745644599305,0.041401702987538834,5,82
news,wordsim_353,4,400,0.0350609756097561,0.04118379498086073,5,82
news,wordsim_353,4,500,0.04006968641114982,0.044715447154471545,5,82
news,wordsim_353,5,10,0.0,0.0,0,82
news,wordsim_353,5,20,0.004065040650406504,0.006097560975609756,1,82
